text,labels,domain,source
Supreme Court About To Enter Legal Fight Over Trans Rights And Bathroom Access It will be the first time the high court has squarely addressed these issues.,,Politics,huffpost
Donald Trump Reportedly Taps Mike Pence As His Vice Presidential Running Mate The Indiana governor brings nearly four years of executive experience to the ticket.,,Politics,huffpost
"Mark Hughes, Wrongly Identified As Suspect In Dallas Shooting, Asks Paul Ryan A Question At CNN Town Hall He wants to know what Congress is doing to keep guns out of the hands of veterans with mental health issues.",,Politics,huffpost
Trump Meets Indiana's Pence As Vice Presidential Search Nears End Trump was joined at the governor s residence for breakfast by his daughter Ivanka son-in-law Jared Kushner and sons Donald Trump Jr. and Eric Trump.,,Politics,huffpost
"Paul Ryan Wants To Fix Gun Violence, Proposes No Solutions Congress is about to take a seven-week break without making progress on the issue.",,Politics,huffpost
GMO Food Labeling Bill Passes In The Senate The bill would require food to carry labels listing genetically-modified ingredients.,,Politics,huffpost
Why This Congresswoman Thinks Kids Will Lead The Food Waste Revolution Rep. Chellie Pingree is heading the legislative fight against food waste.,,Politics,huffpost
"Congressman Has A Profound Message About Police Killings Of Black Men We call it a tragedy, Rep. Luis Gutiérrez said, but nobody actually does anything.",,Politics,huffpost
"FBI Director Dismantles Most Damaging Claims Against Hillary Clinton Targeting Clinton would have been akin to celebrity hunting, James Comey told Congress.",,Politics,huffpost
"Black Congressman Pleads With FBI Director To Do Something About Police Killings Mr. Director, if you do nothing else in your 2,000 days left, you have to help us get a hold of this issue.",,Politics,huffpost
Why Donald Trump's Defense Of His Star Of David Tweet Is Truly Disturbing He must know that racists and anti-Semites are watching his every move -- but he doesn't seem to care.,,Politics,huffpost
Members Of Congress Get Free Blood Tests One Week After Lead Found In Capitol Water It's the kind of swift response lacking from the rest of America's water woes.,,Politics,huffpost
"GOP Congressman Who's Leading Probe Of FBI Director Was Raving About Him Last Month James Comey is a man of integrity and the definitive person to review Clinton emails, Rep. Jason Chaffetz said.",,Politics,huffpost
Congressman Calls For Investigation Into Alton Sterling Shooting There are a number of unanswered questions surrounding Mr. Sterling's death.,,Politics,huffpost
"Abner Mikva, Presidential Medal Of Freedom Recipient And Former Congressman, Dies Like so many admirers, I ve lost a mentor and a friend, President Barack Obama said.",,Politics,huffpost
Tuesday's Morning Email NASA Spacecraft Enters Jupiter's Orbit The spacecraft will continue on a 20 month journey.,,Politics,huffpost
"NASA's Spacecraft Juno Begins Orbit Of Jupiter Five years and hundreds of millions of miles later, Juno is in orbit.",,Science,huffpost
"Sunday Roundup This week, the nation was reminded, in ways both good and bad, that elections matter. On Monday, a Supreme Court that will likely see multiple appointments from the next president delivered a landmark decision for reproductive rights. On Tuesday, terrorists bombed the Istanbul airport, leaving 42 dead. Right on cue, Donald Trump reminded the world why judgment and stability matter, repeating his call for more torture, saying you have to fight fire with fire. And so, as the fallout from Brexit continues in the U.K., more Republican officials here are beating the drums for Trexit, separating themselves from the toxic menace that is Trump. Utah Senator Mike Lee said he won't vote for Trump without assurances he won't abuse the Constitution, and Maine Senator Susan Collins hinte",,Politics,huffpost
"Tourist Falls To Death From Machu Picchu While Trying To Take Photo In the moment he was handing him the camera he lost his balance and fell, a witness said.",,Crime,huffpost
Russian Warship's 'High Risk' Pass At Navy Ship 'Highly Unprofessional' U.S. This is the second time the same Russian vessel has come within proximity of a U.S. Navy ship this month.,,Politics,huffpost
Airplane Banner With GOP Congressman's Anti-Gay Stance To Fly Over The Jersey Shore Happy Fourth of July weekend!,,Politics,huffpost
Canada Loves Obama So Much That They Want Him To Violate The U.S. Constitution Members of Canada's parliament chanted Four more years! after Obama gave a speech to them.,,Politics,huffpost
"HUFFPOST HILL - Congress Poisoned By Partisanship, Actual Poison The average GOP Young Gun is quite old, but they won t seem so long in the tooth once they take office and we raise the",,Politics,huffpost
Congressional Office Building Has Lead-Tainted Water Capitol Hill workers have been told not to drink the water inside the Cannon House Office Building.,,Politics,huffpost
We Waste So Much Food That Congress Might Actually Do Something As much as 40 percent of food produced in America gets thrown out.,,Politics,huffpost
Congress Gets Another Reminder From Scientists That Climate Change Isn't Coming -- It's Already Here We owe it to our children and to our children's children to take bold action now so that our descendants do not pay the price for our generation's greed.,,Science,huffpost
"James Harden Had The Most Fun Ever Fooling A Kid At Basketball Camp In one move, the NBA star just made this youngster's summer.",,Sports,huffpost
"John Orozco Breaks Down After Qualifying For USA Gymnastics Team Orozco, who competed on the Olympic team in 2012, has dealt with multiple tragedies in the last 16 months.",,Sports,huffpost
Bernie Sanders' Power Put To The Test In New York Congressional Race The senator's pick is facing two more established candidates in a Democratic primary.,,Politics,huffpost
Congressman Joined Gun Control Sit-In Because His Mom Said So What's Paul Ryan's mom up to today?,,Politics,huffpost
"Nearly 200 People In The Music Industry Call On Congress To Take Action On Gun Control They argue that the celebration of music is threatened, because of gun violence in this country.",,Politics,huffpost
Democrats Finally Try To Do Something About The Gun Bloodshed It took civil rights icon John Lewis and a historic sit-in on the House floor to get Congress' attention.,,Politics,huffpost
Congresswoman Brings Bullet That Nearly Killed Her To House Sit-In Jackie Speier showed her colleagues a dumdum bullet that was lodged in her body after a mass shooting.,,Politics,huffpost
"Congresswoman Fights For Gun Control Because She Almost Lost Her Life To Gun Violence I know what it s like to hide in a closet and pray to God, Do not let anything happen to me.",,Politics,huffpost
Hillary Clinton Reassures House Democrats 2016 Is Not Just About Her It s also about taking back Congress.,,Politics,huffpost
"Guess How Many Members Of Congress Have More Cash On Hand Than Donald Trump? Quite frankly, it's a yuge number.",,Politics,huffpost
"18-Year-Old Indiana Man Arrested For Planning To Join Islamic State WASHINGTON, June 21 Reuters - An 18-year-old man who planned to fly to Morocco and travel to Islamic State-controlled territory",,Crime,huffpost
A GOP Congressman Wants To Defund The Harriet Tubman 20 Bill. Really. He filed legislation to do it.,,Politics,huffpost
GOP Congressman Struggles To Name Specific Terrorism Proposals From Donald Trump Michael McCaul criticized Democrats' record on terrorism but couldn't explain how Trump would improve on it.,,Politics,huffpost
"Sunday Roundup This week started off with the horror in Orlando. It was at once a hate crime, an act of terror and another tragic example of our lack of common sense gun control. Before the victims' bodies were even identified, Donald Trump was trying to fear-bait and scapegoat, bragging that he'd somehow been proven right and doubling down on his plan to ban Muslims from entering the U.S. But Trump's disgusting attempt to capitalize on a national tragedy didn't work. According to a CBS poll, only 25 percent approved of his shameful response, while 51 percent disapproved, and nearly two-thirds rejected his Muslim ban. Meanwhile, several members of Congress walked out of the now-traditional post-massacre moment of silence, with Rep. Jim Himes D-CT calling them an abomination that does not h",,Politics,huffpost
"After 5-Year Trek, NASA Spacecraft Juno Prepares For Dangerous Final Stretch To Jupiter Teased in a new Hollywood-style trailer, Juno is scheduled to enter Jupiter's orbit on July 4.",,Science,huffpost
U.S. Diplomats Rebuke Obama On Syria And Call For Strikes On Assad The State Department diplomats signed an internal memo criticizing Obama's policies on Syria.,,Politics,huffpost
'Daily Show' Correspondent Hasan Minhaj Eviscerates Congress For Inaction On Guns Is this what you want your legacy to be?,,Politics,huffpost
Hugh Hewitt Decides To Back Donald Trump After All But he still thinks Trump needs to be more disciplined.,,Politics,huffpost
Shaun Livingston Just Threw Down The Biggest Dunk Of The NBA Finals What knee injury?!,,Sports,huffpost
"GOP Congressman Suggests Looser Standard Of Proof For Investigating Muslims Rep. Lee Zeldin says there needs to be some type of process to protect Americans, even if there isn't sufficient evidence.",,Politics,huffpost
"Supreme Court Says No, Puerto Rico Can't Fix A Big Hole In Bankruptcy Law But Congress could still throw the island a lifeline.",,Politics,huffpost
Confidence In Congress Stands At 9 Percent. And That's A Step Up. It's the worst-rated institution in America.,,Politics,huffpost
"Connecticut's Senators, Who Know Something About Gun Violence, Blame Congress For Orlando Slaughter Chris Murphy and Richard Blumenthal, who represent Newtown, Connecticut, issued blistering statements in the wake of the shooting.",,Politics,huffpost
"Will This Guy Shut Off The Lights In The Sanders Campaign? Twenty-eight years ago, Jeff Weaver was a lowly campaign aide driving an obscure left-wing Congressional candidate around",,Politics,huffpost
"Why Paul Ryan Won t Oppose Donald Trump In the most famous scene in Goodfellas, Tommy DeVito menaces his fellow gangsters in a restaurant, pretending to take umbrage",,Politics,huffpost
"Carson Says Trump Knows Judge Attack Was Wrong In public, Donald Trump insists his racial attacks on an Indiana-born judge of Mexican descent have been misconstrued.",,Politics,huffpost
Ebola Czar Rips Congress On Zika 'The Mosquitoes Are Not Going To Wait' Health officials say Congress is running out of time to take action against the virus.,,Politics,huffpost
"Congressman Thinks Ethics Office Too Tough, So He Tries To Cut It It's the only independent agency keeping an eye on the U.S. House.",,Politics,huffpost
Members Of Congress Join Chorus Calling For Judge Persky's Removal Multiple petitions demanding the judge's removal have topped 1 million signatures.,,Politics,huffpost
"Democratic Congressional Candidate Opens Up About Having HIV In Emotional Video I have a motto in my life If you want to make a difference, you have to be the difference, Bob Poe said.",,Politics,huffpost
"Supreme Court Deals Blow To Puerto Rican Government -- And Gives Hope To Puerto Rico The commonwealth is sovereign, sure, but still highly dependent on Congress.",,Politics,huffpost
"Joe Scarborough To Donald Trump You're Acting Like A Racist Bigot Don't use Hillary Clinton as an excuse, as a blank check to say racist things about people born in Indiana.",,Politics,huffpost
GOP Senators Finally Starting To Realize Their Party Nominated A Total Racist Sen. Mark Kirk is the first member of Congress to rescind his support of Donald Trump.,,Politics,huffpost
"Perhaps Obama Is The Real Racist, Says Congressman Backing Trump head-exploding gif",,Politics,huffpost
"If Trump Is Winning, Why Aren't Congressional Republicans Losing Primaries? In a year of supposed anger at the establishment, not a single congressional Republican has lost his or her primary.",,Politics,huffpost
"Sunday Roundup This week the nation looked on, horrified, as a silverback gorilla threatened a captive who looked unable to escape. I'm talking, of course, about Donald Trump, who is turning out to be every bit as dangerous and unstable as predicted. After he continued to attack the judge in the Trump University lawsuit, the judge unsealed documents showing how staffers were encouraged to prey on the vulnerable. It was really a fraud, said New York Attorney General Eric Schneiderman, from beginning to end. And in that way, a true reflection of its namesake. But perhaps it sealed the deal for Speaker Paul Ryan, who, after hesitating, endorsed Trump, showing his principles to be worth as much as a Trump U real estate class. Rising to the occasion were Michigan Governor Rick Snyder, who decli",,Politics,huffpost
Shaun Livingston And Whoever Else Is On The Warriors Win Game 1 Of The NBA Finals Golden State's backup point guard had quite the podium game.,,Sports,huffpost
Vanderbilt University Freshman Pitcher Dies In Drowning Accident He'd been on a fishing trip with friends.,,Sports,huffpost
Oops! North Carolina's Anti-LGBT Law Also Hurts Veterans Vets in Congress says HB 2 is unconscionable and should be repealed ASAP.,,Politics,huffpost
"How Paul Ryan Thinks About Donald Trump Tuesday marks four weeks since Donald Trump won the Indiana Republican primary, forcing fellow presidential candidates Ted",,Politics,huffpost
"Rookie Alexander Rossi Wins The 100th Running Of The Indianapolis 500 There were moments where I was stoked, moments where I were heartbroken, moments where I was stoked again. I need to see a psychiatrist after this.",,Sports,huffpost
The Menace of Arbitrary Power and the Duty of Judicial Engagement A Further Reply to Greg Weiner,,Politics,huffpost
"Congress Leaves Town With No Zika Resolution, Lengthy Negotiations Ahead Congress abandoned the Capitol Thursday for an almost two-week break without addressing how to combat Zika, even as public",,Politics,huffpost
Bathroom Lawsuit Could Send Transgender Rights To U.S. Supreme Court The country's high court has never ruled on a main question of the lawsuit.,,Politics,huffpost
"Ruth Bader Ginsburg Says Eight 'Is Not A Good Number' For The Supreme Court Good for a family comedy, not great for the nation's high court.",,Politics,huffpost
"Obama Mourns Dead In Hiroshima, Calls For World Without Nuclear Arms Amongst those nations like my own that own nuclear stockpiles, we must have the courage to escape the logic of fear and pursue a world without them, he said.",,Politics,huffpost
Congress Is Finally Overhauling A Decades-Old Chemical Safety Law Should we be excited for changes to a law everyone says is broken?,,Politics,huffpost
How To Get Trump Elected When He's Wrecking Everything You Built When Donald Trump wrapped up the Republican presidential nomination on May 3 by winning Indiana and forcing Ted Cruz from,,Politics,huffpost
ExxonMobil Tried To Censor Climate Scientists To Congress During Bush Era ExxonMobil moved to squash a well-established congressional lecture series on climate science just nine days after the presidential,,Politics,huffpost
Bernie Sanders Opposes Death Penalty For Dylann Roof The senator sticks with his principles.,,Politics,huffpost
"Dem Rep. Totally Nails Why Congress Is Falling Short On Gender, Racial Equality Can we pass equal pay laws and give women control of their own health-care decisions when women represent just 20 percent of Congress?",,Politics,huffpost
"Documents Show 'American Sniper' Chris Kyle Distorted Military Record NO AMERICAN HAS been more associated with the Navy SEAL mystique than Chris Kyle, known as the deadliest sniper in military",,Politics,huffpost
"Lawmakers Use Zika Crisis To Push Pesticide Break While Congress hasn't passed funding to deal with the virus, the House did decide to use the issue to undermine clean water rules.",,Politics,huffpost
"Prison Gerrymandering Is Unconstitutional, Federal Judge Rules A Rhode Island city that counts inmates, but doesn't represent them, violates the one person, one vote principle.",,Politics,huffpost
Bombshell Report NFL Attempted To Influence NIH Study On Brain Disease The NFL s interactions... fit a longstanding pattern of attempts to influence the scientific understanding of the consequences of repeated head trauma.,,Sports,huffpost
Congressional Report Lambasts NFL For Improper Influence Over Brain Study The NFL overreached in a major U.S. government research study on football and brain disease.,,Sports,huffpost
Supreme Court Bars GOP Congressmen From Defending Racially Gerrymandered Map Claims that their Virginia districts might be flooded with Democrats weren't convincing.,,Politics,huffpost
GOP Congressman 'I've Never Thought' It Was A Good Idea To Block Obama's SCOTUS Pick Rep. Daniel Donovan says it's time to give Merrick Garland a break.,,Politics,huffpost
"This Congressman's Story Perfectly Illustrates GOP Obstructionism Toward Obama Two weeks after Tom Perriello took office, he was being hit with attack ads.",,Politics,huffpost
"Trump Once Revealed His Income Tax Returns. They Showed He Didn t Pay A Cent The last time information from Donald Trump s income-tax returns was made public, the bottom line was striking He had paid",,Politics,huffpost
"Hillary Clinton Donald Trump's Tax Returns Would Reveal He Pays No Income Tax The last time the casino mogul's tax returns were made public, they showed just that.",,Politics,huffpost
"Sunday Roundup This week the nation watched as the NeverTrump movement folded faster than one of the presumptive nominee's beachfront developments. As many tried to explain away Trump's reckless, racist extremism, a few put principle over party. The wife of former Republican Senator Bob Bennett, who died on May 4, revealed that her husband spent his dying hours reaching out to Muslims. He would go to people with the hijab on and tell them he was glad they were in America, she told the Daily Beast. He wanted to apologize on behalf of the Republican Party. In the U.K., Prime Minister David Cameron called Trump's proposal to ban Muslims from entering the U.S., divisive, stupid and wrong. Trump's reply was that he didn't think he and Cameron would have a very good relationship. The press is al",,Politics,huffpost
"Preakness 2016 Nyquist Looks For Triple Crown Shot Unbeaten Nyquist is the favorite, and is looking to get another step closer to making horse racing history.",,Sports,huffpost
Exaggerator Wins Preakness To End Nyquist's Triple Crown Run Race favorite Nyquist loses his chance at horse racing history.,,Sports,huffpost
Congress Is Using Zika To Weaken Truck Safety Fighting the virus is tied to a bill that would allow fatigued truckers to stay on the road for more than 80 hours a week.,,Politics,huffpost
"Pastors, Imams And Rabbis Urge Congress To Close Gun Loopholes For Domestic Abusers As people of faith, we affirm the right of every person to live free from violence, and we ask that you act now to protect that sacred right.",,Politics,huffpost
Another Advocacy Group Throws Its Support Behind Obama s Supreme Court Pick The Alliance for Justice says Merrick Garland is highly qualified to serve on the high court.,,Politics,huffpost
GOP Congresswoman Stands Up For LGBT Rights Alongside Her Transgender Son Rep. Ileana Ros-Lehtinen and her son say family comes first.,,Politics,huffpost
"House Panel Votes To Keep Congressional Reports Private Lawmakers voted against publicly releasing informative, taxpayer-funded reports.",,Politics,huffpost
Congressional Hearing Goof Pulls Back The Curtain On How Washington Really Works Here's a hint It was lobbyists.,,Politics,huffpost
Lawmakers Are Finally Voting To End A 15-Year-Old War Authorization Congress has stalled on revisiting the bill passed after the 9 11 terrorist attacks.,,Politics,huffpost
"Spanish-Language Ad Ties GOP Congressional Candidate To Donald Trump Katcho Achadjian and Donald Trump. Two anti-immigrant Republicans, the ad says.",,Politics,huffpost
Navy Will Soon Be Able To Launch Surprise Drone Attacks From The Deep Sea The devices can lay dormant for years before being activated.,,Tech,huffpost
Democrats Are Trying To Stop Republicans From Forcing Library Of Congress To Use Term 'Illegal Alien' Terms and how they are defined by society change with time.,,Politics,huffpost
Ordinary Puerto Ricans Fight For Their Home As Congressional Action Stalls Meet the activists in this 360 video by HuffPost RYOT.,,Politics,huffpost
GOP Congressman Needs To Talk To His Wife Before Backing Donald Trump Will voters show up and still vote for a guy like this?,,Politics,huffpost
Congress Is OK With Unrestrained War Powers For Donald Trump Even Republicans who are a little worried about Trump are fine letting him take the reins of an undeclared war.,,Politics,huffpost
"Puerto Rican Youth Fight For Their Home As Congress Prepares To Act From internship programs to student strikes, young people are making change on their own terms.",,Politics,huffpost
Really? Congressman Peter King Uses Anti-Asian Slur On TV King used a derogatory term for Japanese-Americans on Morning Joe and refused to apologize.,,Politics,huffpost
"Congressman Mocks The GOP's 'Great American Bathroom Controversy' The party of small government wants a government small enough to fit underneath the toilet seat, said Democrat Alan Grayson.",,Politics,huffpost
'Miracle On Ice' Veteran Wants Congressional Scrutiny On NHL Concussions I am hopeful Congress will turn the attention they have shown other sports leagues on this issue toward the NHL.,,Sports,huffpost
How A Classmate's Scheduling Conflict Paved The Way For Sandra Fluke The contraception rights advocate testified before Congress partly because another student had class.,,Politics,huffpost
"American Public Is Not Entitled To See Full Senate Torture Report, Court Rules As a congressional record, the document is not subject to freedom-of-information laws.",,Politics,huffpost
Congress Backs Arlington Burial Honor For Female Pilots The women performed training and transport missions in the United States during the conflict so male pilots could be sent overseas.,,Politics,huffpost
2 Troopers Suspended After Videotaped Pummeling Of Suspect Authorities have called the officers' behavior disturbing.,,Crime,huffpost
"Elizabeth Warren And Congressional Democrats Call Out Lack Of Diversity At The Federal Reserve Top central bank officials are disproportionately white, male and from the finance or business sectors.",,Politics,huffpost
Lawmakers Will Try Again To Make Congress Care About Authorizing War There are some downright weird Democratic and GOP alliances on this.,,Politics,huffpost
There's Almost No Evidence That Merrick Garland Will Take Away Your Guns A congressional report on the Supreme Court nominee should relieve fears that he's a nemesis of the Second Amendment.,,Politics,huffpost
Merrick Garland Coolly Tells Congress He's Never Been Overruled By The Supreme Court It's as close to bragging as the uncontroversial judge will probably get.,,Politics,huffpost
Televised Police Chase Ends With Officers Beating Suspect TV cameras pulled back and broadcasters used euphemisms rather than describing what happened.,,Crime,huffpost
"Treasury Visit Amplifies Puerto Rico s Cries. Will Congress Listen? Crumbling schools, a tanking economy and mass migration all plague the commonwealth.",,Politics,huffpost
"Minnesota Republicans Just Endorsed A Congressional Candidate Who Would Make Trump Blush During his radio host days, Jason Lewis ranted about how young women are more concerned with birth control and abortion than",,Politics,huffpost
"Bill Striking Derogatory Terms From Federal Laws Makes Its Way To Obama Congress passed the bill, which would remove words like Oriental from legislation, during Asian Pacific American Heritage Month.",,Politics,huffpost
Treasury Secretary Says Puerto Rico Faces Chaos Without Congressional Action Jack Lew visited a San Juan hospital affected by the debt crisis and urged Congress to act.,,Politics,huffpost
Kerri Walsh Jennings Credits Sleep As Her Secret To Success -- On And Off The Court The triple Olympic gold medalist and mom of three balances beach volleyball with family life.,,Sports,huffpost
"The Good News Is Congress Passed A Bill. The Bad News Is It's About Bison. We love our new national mammal, but is this really all Congress can do?",,Politics,huffpost
DraftKings And FanDuel Skip Out On Congressional Hearing Into Daily Fantasy Sports Their partners in major professional sports won't be there either.,,Sports,huffpost
"Meet The Man Sarah Palin Is Supporting To Replace Paul Ryan Just a few years ago, Paul Ryan was the GOP s nominee for Vice President and the face of the party s attempt to rebrand longstanding",,Politics,huffpost
"Florida's Modified Death Sentencing Regime Is Still Unconstitutional, Judge Says Juries in the state must unanimously impose the death penalty, a circuit judge ruled.",,Politics,huffpost
"Sunday Roundup This week the nation entered terra incognita, as Indiana GOP voters handed Donald Trump a big victory, giving us -- with Ted Cruz and John Kasich dropping out -- the most unqualified, unstable, and dangerous nominee in U.S. history. The events immediately provided a test for Republicans, some of whom rose to the occasion and refused to endorse Trump. Then there was Rick Perry, who once called Trump a cancer. Now? He says he'd consider being his running mate I will be open to any way I can help. I'm not going to say no. What stirring statesmanship. But this is not just a test for the GOP. It's also a test for the media, who, as David Roberts writes, is likely to give a very unusual campaign the usual media treatment Trump's obvious unfitness for office -- today widely acknowl",,Politics,huffpost
"Nyquist Wins Kentucky Derby To Stay Unbeaten Nyquist is a step closer to thoroughbred racing's highest honor, the Triple Crown.",,Sports,huffpost
"The U.S. Is A Tax Haven. Obama Wants To Change That. Of course, he needs Congress to help.",,Business,huffpost
"Obama Says The Global Economy Isn't Growing As Fast As It Should Be Only Congress can fully close the loopholes that wealthy individuals or corporations can take advangate of, Obama said in a statement.",,Politics,huffpost
Atheists Sue Congress After House Chaplain Rejects Secular Guest Invocation Is government prayer time only open to those who want to talk about God?,,Politics,huffpost
Key Congressman Unsure About Sharing Classified Info With Donald Trump Would it do any good? Top Democrat on Intelligence Committee is just wondering.,,Politics,huffpost
Ted Cruz And Friends Spent 10 Per Vote In Indiana. Trump Won Anyway. Republican presidential candidate Ted Cruz and his super PAC allies spent more than 10 per vote on advertising ahead of,,Politics,huffpost
Congressional Candidate Distances Himself From 'Atheist' Label His words show just how loaded the term still is today in politics.,,Politics,huffpost
North Carolina Governor Says His Anti-LGBT Law 'Had Nothing To Do' With LGBT People Pat McCrory also mocked Bruce Springsteen for protesting HB 2.,,Politics,huffpost
"Ted Cruz Is Losing Because He s The Second-Best Con Man In The Republican Party The most revealing debate of the 2016 primary was held on the side of a road in Marion, Indiana, on Monday.",,Politics,huffpost
Indiana Primaries Live Results Hillary Clinton and Donald Trump look to land their knockout blows in their quest to win the nomination.,,Politics,huffpost
"Trump Suggests That Ted Cruz s Dad May Have Been Involved In The Kennedy Assassination If you believe the polls, Donald Trump will effectively clinch the Republican nomination in Indiana tonight.",,Politics,huffpost
Ted Cruz Threw Everything But The Kitchen Sink At Donald Trump. It Still Didn't Work. The senator's desperate bid to stop the real estate mogul falls flat in Indiana.,,Politics,huffpost
"Protesters, Trump Supporters Clash Once Again This time they faced off in Indiana.",,Politics,huffpost
HuffPost Rise 5 Things You Need To Know On May 3rd Ted Cruz really needs some good news in Tuesday's Indiana primary.,,Politics,huffpost
Ted Cruz's Transphobic Campaign Failed Miserably In Indiana Railing against LGBT rights didn't win over enough voters to help him beat Donald Trump.,,Politics,huffpost
Donald Trump Just Won Indiana -- And The Republican Nomination Here's how he did it.,,Politics,huffpost
"Bernie Sanders Wins Indiana Democratic Primary Sanders, still badly trailing Hillary Clinton in delegates, moves ahead.",,Politics,huffpost
"Trump Hopes To Land Decisive Blow In Indiana Showdown With Cruz Fresh off a sweep of five Northeast states last week, Trump hopes a win in Indiana will put him within reach of the 1,237 delegates required to lock up the nomination.",,Politics,huffpost
HUFFPOLLSTER Ted Cruz Probably Can't Defeat Donald Trump In Indiana Trump s chances of securing the nomination are increasing.,,Politics,huffpost
Congressional Candidate Was Once Pranked By Marco Rubio For Hitting On College Students A hired actress from Florida State University passed the amorous lawmaker a fake secret admirer note.,,Politics,huffpost
Indiana To Test Donald Trump s Staying Power With Evangelicals Republican evangelicals were made wary when the front-runner revealed a more liberal side to his social views.,,Politics,huffpost
"HUFFPOLLSTER Indiana s GOP Primary Will Be A Battle Between Demographics And Economics The state s demographics favor Ted Cruz, but the economics and polls point to a Donald Trump win.",,Politics,huffpost
Congresswoman's Bill Would Out Colleges That Discriminate Against LGBT Students Religious schools are trying to deny Title IX protections to people they think are going to hell.,,Politics,huffpost
"Confidence Crumbles Inside Cruz Camp As Indiana Primary Nears BURLINGAME, Calif. Ted Cruz is speaking confidently about knocking off Donald Trump to take the GOP nomination, but his",,Politics,huffpost
Trump Way Ahead In New Indiana Poll Is this game over for the GOP?,,Politics,huffpost
"'It's Over,' Donald Trump Says, Eyeing Victory In Indiana It's already over, the GOP presidential hopeful proclaimed.",,Politics,huffpost
Obama Administration's Iraq Plans Thrown Into Doubt After Protestors Storm Parliament President Obama s plan for fighting the Islamic State is predicated on having a credible and effective Iraqi ally on the,,Politics,huffpost
"This 28-Year-Old Is Running For Congress To Try To Destroy U.S.-Saudi Relations Barack Obama, Paul Ryan and others are protecting the kingdom for their own financial gain, Republican hopeful Alex Beinstein alleges.",,Politics,huffpost
Indiana Gov. Mike Pence Endorses Ted Cruz For President The announcement comes ahead of Tuesday's primary in the state.,,Politics,huffpost
"Will This Be The Most Do-Nothing Year Of A Staunchly Unproductive Congress? A budget, appropriations bills and legislation on Puerto Rico have all been at a standstill.",,Politics,huffpost
"Why did Ted Cruz send his dad to Puerto Rico? Marco Rubio s delegates. As Sen. Ted Cruz was addressing the Indiana Republican Party s spring dinner last Thursday night, his father was on a secret",,Politics,huffpost
Facebook Sees Spike In Government Data Requests Most of the requests came from the U.S. and India.,,Tech,huffpost
"Senator Warns Zika Is About To Get Real 'The Mosquitoes Are Coming' The species carrying the virus are now in 30 states, and Congress is about to go on break.",,Politics,huffpost
Fiorina spotted in Indiana ahead of Cruz announcement Carly Fiorina was spotted in Indianapolis on Wednesday amid reports that Republican presidential candidate Ted Cruz will,,Politics,huffpost
"Embattled Congressman Is First Incumbent To Lose In 2016 Race Rep. Chaka Fattah, an entrenched Democratic incumbent from Philadelphia, lost his primary Tuesday night after being indicted",,Politics,huffpost
Bernie's Political Revolution Comes To The D.C. Suburbs A strong progressive triumphs in the Democratic congressional primary.,,Politics,huffpost
Here's How Many Times The 'Woman Card' Has Helped A U.S. Presidential Candidate Crickets.,,Politics,huffpost
Counselors In Tennessee Can Now Legally Refuse LGBT Patients Mental health professionals can turn away patients who violate their sincerely held principles.,,Politics,huffpost
"Democrats Pressure Republicans To Move On Emergency Zika Funding Ahead Of Break The mosquitoes are buzzing, Sen. Dick Durbin D-Ill. said.",,Politics,huffpost
This Guy Spent A Record 12.7 Million Running For Congress -- And Lost David Trone spent more than any other House candidate before him.,,Politics,huffpost
"In Big Win For Hedge Funds, Congress Unlikely To Act Before Puerto Rico Debt Deadlines House Majority Leader Kevin McCarthy doesn't sound confident that Congress can act in time.",,Politics,huffpost
"Disturbing New Ad Reveals The Future Of The GOP Under Trump Mike Pape, a Republican running for Kentucky s first Congressional district, released a new TV ad filled with ugly stereotypes",,Politics,huffpost
Congressional Candidate Urged To Take Leave Of Absence Over Domestic Violence Allegations California Assembly Member Roger Hernandez is challenging fellow Democrat Grace Napolitano for her congressional seat.,,Politics,huffpost
Republicans Want To Force The Library Of Congress To Use 'Illegal Alien' So what if the library decided there are better terms?,,Politics,huffpost
"Bill Clinton Blames Millennials For Anger, Economy, Congress If only the youth had voted in 2010, everything would be different.",,Politics,huffpost
Rep. Peter King 'I'll Take Cyanide' If Ted Cruz Wins Republican Presidential Nomination The Long Island congressman voted for John Kasich in Tuesday's GOP primary.,,Politics,huffpost
Supreme Court Rules For Congress -- And Victims Of Iran-Sponsored Terrorism The ruling means Iran's central bank must pay terror claims.,,Politics,huffpost
Congress Bickers As Puerto Rico Edges Closer To A Default The island is nearing a 422 million payment deadline on May 1.,,Politics,huffpost
Police Officials Tell Congress Encryption Hurts Their Ability To Fight Crime The encryption debate returned to Congress on Tuesday.,,Tech,huffpost
Here Are Some Of The People Making North Carolina Pay For Its Anti-LGBT Law Those who have canceled events in the state include Bruce Springsteen and Pearl Jam.,,Politics,huffpost
Pentagon Mislead Congress About Sexual Assault Cases AP The Pentagon misled Congress with inaccurate and vague information about sexual assault cases that portrayed civilian law,,Politics,huffpost
Bono's ONE Campaign Urges Congress To Increase Foreign Aid To Fight Extremism The anti-poverty group says assistance today will help prevent humanitarian crises tomorrow.,,Politics,huffpost
"Congress Is Starting to Understand That Free Trade Agreements Don't Work I've been fighting free trade since 2008. For most of that time, while much of the public has been sympathetic, it's been an uphill battle with Congress. I used to lobby on Capitol Hill, and I frequently got no better than bored politeness from Congressional offices.",,Politics,huffpost
"Elusive Dwarf Galaxy Found Orbiting Our Milky Way It's the fourth largest circling our Milky Way, astronomers say.",,Science,huffpost
